DYRK1A, ITSN1, BDNF, NR1, NR2A, pAKT, pBRAF, pCAMKII, pCREB, pELK, pERK, pJNK, PKCA, pMEK, pNR1, pNR2A, pNR2B, pPKCAB, pRSK, AKT, BRAF, CAMKII, CREB, ELK, ERK, GSK3B, JNK, MEK, TRKA, RSK, APP, Bcatenin, SOD1, MTOR, P38, pMTOR, DSCR1, AMPKA, NR2B, pNUMB, RAPTOR, TIAM1, pP70S6, NUMB, P70S6, pGSK3B, pPKCG, CDK5, S6, ADARB1, AcetylH3K9, RRP1, BAX, ARC, ERBB4, nNOS, Tau, GFAP, GluR3, GluR4, IL1B, P3525, pCASP9, PSD95, SNCA, Ubiquitin, pGSK3B_Tyr216, SHH, BAD, BCL2, pS6, pCFOS, SYP, H3AcK18, EGR1, H3MeK4, CaNA, Class
0.46461474, 0.637562814, 0.367043551, 2.100921273, 4.029103853, 0.292713568, 0.210636516, 3.907035176, 0.225083752, 1.730318258, 0.72340871, 0.369556114, 0.39321608, 0.329564489, 0.746859296, 0.895938023, 1.531616415, 2.472361809, 0.540619765, 0.667085427, 0.475502513, 0.413107203, 0.215242881, 1.122068677, 2.376256281, 1.289154104, 0.27659129, 0.302554439, 0.734715243, 0.188232831, 0.427345059, 2.074748744, 0.40221943, 0.537269682, 0.486809045, 0.831867672, 0.751465662, 0.429229481, 0.61620603, 0.443467337, 0.409966499, 0.510678392, 0.494765494, 0.156908123, 0.73582504, 0.166512381, 2.451052997, 0.279796343, 0.328627632, 1.679472344, 0.316709095, 0.177736635, 0.184448044, 0.110853969, 0.158412405, 0.151469567, 0.172645221, 0.137121037, 0.176926637, 0.099282573, 0.429645915, 0.320874798, 1.44353159, 1.958227262, 0.145568156, 1.173455219, 0.754570701, 0.23640361, 0, 0.120458227, 0.110853969, 0.109928257, 0.410205971, 0.208632261, 0.181786623, 0, 1.347836149, 0
0.466189172, 0.66231304, 0.372024436, 2.195070571, 4.381293448, 0.300821572, 0.213397936, 3.976195492, 0.225405519, 1.867073941, 0.727617443, 0.375816305, 0.41394565, 0.32462608, 0.805982726, 0.931746366, 1.575310723, 2.610069518, 0.558247314, 0.696229197, 0.517590057, 0.420054771, 0.231093322, 1.184958921, 2.428691805, 1.306720034, 0.286707394, 0.315146408, 0.745523489, 0.191278702, 0.449336423, 2.100695176, 0.391405098, 0.560985886, 0.499684011, 0.866441963, 0.839056246, 0.462818622, 0.649252159, 0.464293238, 0.443227301, 0.571940173, 0.531072256, 0.15109767, 0.771841398, 0.170922939, 2.444780466, 0.284610215, 0.281025986, 1.773297491, 0.292898746, 0.186827957, 0.19186828, 0.108086918, 0.147401434, 0.154905914, 0.165546595, 0.132952509, 0.162074373, 0.098678315, 0.435259857, 0.322692652, 1.413082437, 1.874887993, 0.150425627, 1.157930108, 0.734206989, 0.231518817, 0, 0.135864695, 0.108086918, 0.102486559, 0.396953405, 0.198364695, 0.177867384, 0, 1.30577957, 0
0.398474487, 0.550762756, 0.338769069, 1.971067859, 3.329037349, 0.315886376, 0.224355602, 3.678064177, 0.238558653, 1.613887428, 0.629668595, 0.362440821, 0.368490268, 0.324039979, 0.701735928, 0.792477643, 1.374802735, 2.404260915, 0.531299316, 0.655970542, 0.450026302, 0.420042083, 0.207522357, 1.004471331, 2.150447133, 1.246186218, 0.2743293, 0.30378748, 0.704103104, 0.207259337, 0.395581273, 1.860862704, 0.35770647, 0.483429774, 0.455286691, 0.789584429, 0.700157812, 0.376380852, 0.620199895, 0.402419779, 0.359547607, 0.429510784, 0.510257759, 0.159235669, 0.658272848, 0.159531921, 2.619760036, 0.280699156, 0.341727152, 1.498000296, 0.264257147, 0.156569397, 0.161605688, 0.104873352, 0.153754999, 0.143534291, 0.173455784, 0.109613391, 0.173159532, 0.104725226, 0.402162643, 0.302325581, 1.39016442, 1.887424085, 0.146200563, 1.14086802, 0.768034365, 0.231225004, 0, 0.140423641, 0.104873352, 0.109317138, 0.44985928, 0.211376092, 0.176714561, 0, 1.29728929, 0
0.408647509, 0.567888215, 0.357764303, 2.023464276, 3.560769839, 0.316372265, 0.2269971, 3.702082784, 0.230951753, 1.755075138, 0.65357237, 0.372528342, 0.386237806, 0.356446085, 0.728974427, 0.860005273, 1.452412339, 2.562351701, 0.562878988, 0.66543633, 0.468230952, 0.437648299, 0.221987872, 1.047192196, 2.223833377, 1.258107039, 0.307672027, 0.29897179, 0.713419457, 0.210123912, 0.368046401, 1.904033746, 0.360137095, 0.516477722, 0.441075666, 0.82863169, 0.782494068, 0.407856578, 0.608752966, 0.432902716, 0.400738202, 0.492749802, 0.563142631, 0.150880256, 0.698966972, 0.1581551, 2.684853776, 0.282118434, 0.333187836, 1.494834861, 0.270915175, 0.174596246, 0.171395315, 0.104612251, 0.1581551, 0.137640041, 0.172995781, 0.122071875, 0.171686309, 0.105194238, 0.393423541, 0.335661283, 1.39211407, 1.879674087, 0.127309763, 1.143605412, 0.750472865, 0.218390805, 0, 0.154663175, 0.104612251, 0.131529172, 0.422231922, 0.220427761, 0.213298414, 0, 1.294922159, 0
0.431478619, 0.560793405, 0.346470891, 2.031684699, 3.595054096, 0.32199897, 0.227717671, 3.687789799, 0.212004122, 1.736733642, 0.639876352, 0.377640392, 0.386398764, 0.331014941, 0.732612056, 0.845698094, 1.430448223, 2.543276662, 0.586553323, 0.673364245, 0.471406491, 0.436115404, 0.248068006, 1.048686244, 2.182122617, 1.229005667, 0.285419887, 0.304224626, 0.712004122, 0.204276146, 0.414477074, 1.875579598, 0.376867594, 0.524471922, 0.492787223, 0.921432251, 0.881761978, 0.442812983, 0.636012365, 0.44384338, 0.433797012, 0.549716641, 0.600463679, 0.154271143, 0.746423006, 0.1586627, 2.668791614, 0.276668083, 0.292109364, 1.641167304, 0.255418615, 0.203286585, 0.164187562, 0.100864145, 0.1359966, 0.140104831, 0.161495963, 0.137413231, 0.150162913, 0.101147471, 0.41705624, 0.30599235, 1.343816405, 1.865561694, 0.159654342, 1.185295368, 0.75293951, 0.224252727, 0, 0.152146196, 0.100864145, 0.114463805, 0.413372999, 0.214902961, 0.205978184, 0, 1.202861595, 0
0.44583838, 0.719069043, 0.419017131, 2.859231701, 5.321076311, 0.229537982, 0.171223395, 3.518428794, 0.224173732, 1.502336044, 0.504758609, 0.321681952, 0.397906212, 0.290621215, 0.986416335, 0.737670877, 1.881726942, 2.107544558, 0.485897214, 0.844177193, 0.340283786, 0.356636096, 0.169839073, 2.102785949, 3.974303513, 1.514708427, 0.258089635, 0.331112649, 0.875324451, 0.16317702, 0.416854127, 2.650285517, 0.338034262, 0.481744246, 0.360962104, 0.764059526, 0.563073196, 0.45128915, 0.653832843, 0.42386226, 0.326527081, 0.468766223, 0.307146565, 0.212322054, 1.169381564, 0.185390898, 1.657269545, 0.324154026, 0.527747958, 2.264550758, 0.351831972, 0.151691949, 0.209568261, 0.125227538, 0.176709452, 0.174422404, 0.231458576, 0.124387398, 0.223990665, 0.12462077, 0.513978996, 0.32042007, 1.884107351, 2.192298716, 0.134609102, 1.109451575, 0.886861144, 0.205227538, 0.136662777, 0.10697783, 0.125227538, 0.114912485, 0.578483081, 0.195845974, 0.149404901, 0.182497083, 1.7368028, 0
0.427416551, 0.723226704, 0.432892907, 2.939673157, 5.384909597, 0.234440195, 0.169853964, 3.541550765, 0.238960362, 1.575278164, 0.521905424, 0.328146732, 0.412030598, 0.294680111, 1.015733658, 0.760518081, 1.909596662, 2.350747566, 0.494871349, 0.820671071, 0.352746871, 0.371001391, 0.173852573, 2.125782337, 4.187326147, 1.479659249, 0.262778164, 0.341359527, 0.905945758, 0.159162031, 0.424895688, 2.757736439, 0.352573018, 0.507214882, 0.363178025, 0.779641864, 0.590577191, 0.480441586, 0.640472879, 0.440716273, 0.341707232, 0.462273992, 0.323365786, 0.223932207, 1.238835046, 0.196951249, 1.679637656, 0.347635514, 0.512686894, 2.365947499, 0.353431062, 0.160473384, 0.2237861, 0.132908002, 0.190279063, 0.182778941, 0.269517362, 0.136511956, 0.232308966, 0.133200214, 0.543953636, 0.352262212, 1.964544879, 2.369843666, 0.159012322, 1.202990308, 0.917693469, 0.224760142, 0.135684021, 0.121024692, 0.132908002, 0.124579944, 0.595042127, 0.208542346, 0.161203916, 0.19393172, 1.843909804, 0
0.456785746, 0.750731318, 0.463256803, 3.09068345, 5.576101409, 0.244304583, 0.178264338, 3.654995125, 0.235971988, 1.722099105, 0.512188636, 0.350146264, 0.438702243, 0.314688414, 1.094938392, 0.799574506, 2.001684248, 2.618828118, 0.553940254, 0.854977396, 0.346157256, 0.384629022, 0.186242354, 2.272936796, 4.404485418, 1.580799575, 0.279319209, 0.364152114, 0.931123127, 0.165676802, 0.440386491, 2.860827941, 0.369470792, 0.529385693, 0.386401915, 0.868185445, 0.65721124, 0.516709512, 0.670773868, 0.479833348, 0.36503856, 0.508022338, 0.355199007, 0.216072747, 1.17475997, 0.198809084, 1.661973781, 0.349381462, 0.472581241, 2.467549852, 0.331933161, 0.167282127, 0.219534712, 0.128738922, 0.180345273, 0.175913959, 0.251661743, 0.125830871, 0.222904357, 0.131093058, 0.52247969, 0.34961226, 1.78517356, 2.193870015, 0.161327548, 1.151957164, 0.872276588, 0.229551329, 0.12989291, 0.12984675, 0.128738922, 0.132662482, 0.566746677, 0.200886263, 0.165158789, 0.179422083, 1.770310192, 0
0.366238662, 0.589233125, 0.364471669, 2.534338556, 4.605253858, 0.234303216, 0.187301213, 3.230415832, 0.194486983, 1.342560961, 0.430203793, 0.30486512, 0.372717635, 0.276593238, 0.874543527, 0.612439628, 1.699375663, 2.084344446, 0.49770291, 0.725409353, 0.318294263, 0.342560961, 0.16904229, 1.45706208, 3.18812581, 1.412769466, 0.255035929, 0.315938273, 0.777830133, 0.154199552, 0.383201791, 2.389798563, 0.323006243, 0.467428437, 0.388620568, 0.733655319, 0.566026623, 0.393096949, 0.600188479, 0.405348098, 0.319472258, 0.423489221, 0.480150783, 0.199503211, 1.066036593, 0.175875439, 1.974494123, 0.337574215, 0.480370774, 1.959045196, 0.349327517, 0.150248395, 0.20640979, 0.127771719, 0.178541137, 0.175087847, 0.239912759, 0.121410396, 0.222949231, 0.1217739, 0.519205138, 0.32757785, 1.786925966, 2.269720102, 0.141100206, 1.146431601, 0.88725312, 0.205743366, 0.142190719, 0.109717678, 0.127771719, 0.115473161, 0.55622198, 0.202835333, 0.16054768, 0.190597359, 1.763358779, 0
0.385190459, 0.60674024, 0.376171829, 2.584430996, 4.786994185, 0.24089237, 0.169811321, 3.230805743, 0.190577904, 1.457932835, 0.427791622, 0.320161386, 0.384715794, 0.289308176, 0.896997745, 0.639017444, 1.709505162, 2.273050908, 0.51323128, 0.700130533, 0.320636051, 0.352082592, 0.171235315, 1.460662157, 3.283730865, 1.425299632, 0.256437641, 0.301293461, 0.796724813, 0.153672719, 0.396582414, 2.394802421, 0.326688027, 0.495075353, 0.387445117, 0.740358372, 0.597009612, 0.432419604, 0.608876231, 0.419959653, 0.33404533, 0.437403584, 0.488667379, 0.203598658, 1.057395547, 0.181823727, 1.980847819, 0.336200061, 0.452820982, 2.045623666, 0.336749009, 0.165599268, 0.218786215, 0.132967368, 0.180237877, 0.177432144, 0.245074718, 0.122171394, 0.22378774, 0.12284233, 0.533882281, 0.344983227, 1.806221409, 2.323940226, 0.155962184, 1.116376944, 0.908081732, 0.22146996, 0.14126258, 0.120158585, 0.132967368, 0.123025313, 0.551204636, 0.211405916, 0.166453187, 0.1915828, 1.807502287, 0
0.377387775, 0.63061127, 0.39099809, 2.666427889, 5.101838586, 0.24438873, 0.17669532, 3.271489971, 0.194842407, 1.531518625, 0.436962751, 0.320916905, 0.401504298, 0.294531996, 0.948424069, 0.668338109, 1.768147087, 2.521489971, 0.55265043, 0.673591213, 0.317215855, 0.356614136, 0.180993314, 1.559694365, 3.382999045, 1.43982808, 0.272206304, 0.320558739, 0.805276982, 0.155802292, 0.404847182, 2.45391595, 0.343481375, 0.510983763, 0.388371538, 0.810410697, 0.665830946, 0.464063992, 0.625238777, 0.449379179, 0.354703916, 0.469675263, 0.558500478, 0.191767301, 1.045111472, 0.18474222, 1.897875058, 0.337900604, 0.409777055, 2.179052485, 0.318625174, 0.168543892, 0.211797492, 0.12854157, 0.177136554, 0.178529958, 0.233917789, 0.125638644, 0.209765444, 0.120645611, 0.492626568, 0.325708314, 1.682710172, 2.197224803, 0.15524849, 1.106072922, 0.868555504, 0.226486298, 0.137076173, 0.122851835, 0.12854157, 0.124071064, 0.525836043, 0.207268927, 0.167614956, 0.191651184, 1.707094752, 0
0.353194544, 0.544867193, 0.339267767, 2.309547739, 4.232160804, 0.233309404, 0.173007897, 2.883417085, 0.182770998, 1.219813352, 0.39971285, 0.322613065, 0.373151472, 0.266762383, 0.819382627, 0.56109117, 1.560373295, 2.045369706, 0.48241206, 0.660732233, 0.330653266, 0.342139268, 0.170854271, 1.195979899, 2.88384781, 1.366547021, 0.254271357, 0.277961235, 0.730796841, 0.159798995, 0.362383345, 2.112993539, 0.305814788, 0.465613783, 0.383345298, 0.697918162, 0.560947595, 0.364680546, 0.572290022, 0.382483848, 0.31959799, 0.400717875, 0.466044508, 0.170129667, 0.90134354, 0.165677238, 2.211763787, 0.318231526, 0.420793626, 1.655600687, 0.296203718, 0.144039994, 0.19731292, 0.116388064, 0.156069364, 0.159350102, 0.197547258, 0.121621622, 0.191688799, 0.103030776, 0.513435401, 0.305577254, 1.564208717, 2.113810342, 0.139900016, 1.134900797, 0.83510389, 0.208717388, 0.154663334, 0.131541947, 0.116388064, 0.12380878, 0.511092017, 0.197000469, 0.169739103, 0.205046087, 1.760818622, 0
0.344949272, 0.574180268, 0.350977797, 2.41493898, 4.38391413, 0.240111748, 0.181590943, 2.959123658, 0.206734304, 1.350242611, 0.419791207, 0.310836642, 0.378620791, 0.286428466, 0.845169828, 0.58667843, 1.682105573, 2.271283635, 0.520658727, 0.695338921, 0.322011469, 0.360682253, 0.178356124, 1.25628584, 3.029554477, 1.40229378, 0.258638436, 0.293633289, 0.761211587, 0.179238347, 0.387884135, 2.219085429, 0.344949272, 0.475518306, 0.39655933, 0.731510072, 0.590501397, 0.408763417, 0.609616233, 0.433759741, 0.346419644, 0.436700485, 0.505072783, 0.170865781, 0.896091006, 0.164757978, 2.062910368, 0.319896167, 0.399526645, 1.78111162, 0.298900596, 0.150862727, 0.196976638, 0.121545274, 0.160177126, 0.150328294, 0.198579936, 0.124293785, 0.187356848, 0.102992823, 0.488395175, 0.323255459, 1.51610933, 2.071919377, 0.160100779, 1.13963964, 0.820506948, 0.213696748, 0.149564819, 0.138112689, 0.121545274, 0.125973431, 0.486410139, 0.204993129, 0.176668194, 0.187356848, 1.733852497, 0
0.346266044, 0.565781797, 0.369603267, 2.501458576, 4.615665111, 0.248833139, 0.179696616, 2.995186698, 0.183634772, 1.449387398, 0.414089848, 0.320303384, 0.388273046, 0.289235706, 0.889002334, 0.603413069, 1.646441074, 2.42327888, 0.539964994, 0.663506418, 0.310822637, 0.364206534, 0.187427071, 1.2957993, 3.069574096, 1.388273046, 0.264294049, 0.305863477, 0.755688448, 0.165985998, 0.382292882, 2.275525088, 0.325116686, 0.496791132, 0.385647608, 0.807176196, 0.660735123, 0.442532089, 0.600058343, 0.431592765, 0.363914819, 0.460035006, 0.521732789, 0.168872225, 0.893250993, 0.169680929, 2.09241288, 0.327378327, 0.351051316, 1.946184385, 0.279370681, 0.166004999, 0.197029849, 0.115791795, 0.158947214, 0.164167034, 0.192177621, 0.121526246, 0.18173798, 0.103146596, 0.483531834, 0.330833701, 1.46743126, 2.020952801, 0.161667402, 1.055580062, 0.800764593, 0.219453022, 0.147551831, 0.133656815, 0.115791795, 0.129980885, 0.479782385, 0.191148361, 0.179679459, 0.184458168, 1.601308631, 0
