LTV,RecoveryRate,lgdTime,LossLogistic,lnRecovRate,Yprobit,Renting,event
0.4931305217,0.4482172831,0.5517827169,0.2078762181,-0.802477157,0.1301666668,0,1
0.4027823635,0.9922785969,0.0077214031,-4.856007813,-0.007751367,-2.421824507,0,1
0.2158293418,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.2158293418,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.7734247121,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.3968102128,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.5857477318,0.7367732028,0.2632267972,-1.029264107,-0.305475164,-0.633428905,0,1
1.2710949807,0.9825069721,0.0174930279,-4.028305044,-0.017647839,-2.108519755,0,1
0.7532270757,0.8781373385,0.1218626615,-1.974908318,-0.129952276,-1.165725806,0,1
0.3950502163,0.907688489,0.092311511,-2.2857324,-0.096854033,-1.326654429,0,1
0.8818084921,0.9992830195,0.0007169805,-7.239744617,-0.000717238,-3.187726484,0,1
0.8818084921,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.317442716,0.8790464536,0.1209535464,-1.983431187,-0.128917534,-1.170233306,1,1
0.4653115201,0.9389787701,0.0610212299,-2.733571035,-0.062962409,-1.546257218,0,1
0.1168124893,0.990515236,0.009484764,-4.648538529,-0.009530031,-2.346129252,0,1
0.3752206929,0.3986366411,0.6013633589,0.4111490144,-0.919704951,0.2568775753,0,1
0.4868611549,0.9752321602,0.0247678398,-3.673129525,-0.025079723,-1.963951819,0,1
0.4868611549,0.9799764851,0.0200235149,-3.890621251,-0.020226702,-2.05326349,0,1
0.4868611549,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.0320708237,0.9651705096,0.0348294904,-3.321840327,-0.035450499,-1.814121769,0,1
0.2588371305,0.9744716517,0.0255283483,-3.642105895,-0.025859851,-1.951002935,0,1
0.4878187997,0.9942880488,0.0057119512,-5.15946627,-0.005728327,-2.529457452,0,1
0.1472454748,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.2246772689,0.9971340638,0.0028659362,-5.851990158,-0.002870051,-2.762738182,0,1
0.4169613191,0.4609547838,0.5390452162,0.1564995012,-0.774455324,0.0980286197,0,1
0.4348256564,0.9785522587,0.0214477413,-3.820454852,-0.021681087,-2.02472624,0,1
0.4348256564,0.9581467491,0.0418532509,-3.130831476,-0.04275433,-1.729573513,0,1
0.6551938755,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.7178047934,0.9826074454,0.0173925546,-4.034167478,-0.017545582,-2.110851136,0,1
0.0598412918,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.3294716811,0.9115445942,0.0884554058,-2.332641981,-0.092614762,-1.350327947,0,1
0.2916543246,0.0277769813,0.9722230187,3.5553775551,-3.583547613,1.9145183045,0,1
0.6136372198,0.9508590345,0.0491409655,-2.962672808,-0.050389456,-1.65324048,0,1
0.1491947161,0.9830386439,0.0169613561,-4.059710844,-0.017106847,-2.120989189,1,1
0.0339912289,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.2845344487,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.426520873,0.4638109956,0.5361890044,0.145009587,-0.768278147,0.0908371493,0,1
0.0455990442,0.8088924847,0.1911075153,-1.442829832,-0.21208927,-0.873822307,0,1
0.3962730502,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.1294115296,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.6334403622,0.5072820076,0.4927179924,-0.02913009,-0.678688202,-0.0182543,0,1
0.9833931777,0.7679601745,0.2320398255,-1.196828857,-0.264017403,-0.732145687,0,1
0.3769763382,0.9983677638,0.0016322362,-6.416170719,-0.00163357,-2.941670341,0,1
0.4993516821,0.8394838317,0.1605161683,-1.654392543,-0.174968062,-0.992338689,0,1
0.379788034,0.8064730304,0.1935269696,-1.427253576,-0.215084822,-0.864972397,0,1
0.5880192453,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.8119580248,0.9465083116,0.0534916884,-2.873253467,-0.054975527,-1.611901495,0,1
0.2946717428,0.7663265362,0.2336734638,-1.18768368,-0.266146913,-0.726802539,0,1
0.178259037,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.4558818396,0.7847894808,0.2152105192,-1.293798796,-0.242339774,-0.788471371,0,1
0.7299570296,0.6574278647,0.3425721353,-0.651852797,-0.419420232,-0.405453393,0,1
0.4282132762,0.9856455738,0.0143544262,-4.229238488,-0.014458448,-2.187461477,0,1
0.4117538946,0.9797484923,0.0202515077,-3.879066651,-0.020459381,-2.048581906,0,1
0.5014345229,0.9987654636,0.0012345364,-6.695824462,-0.001235299,-3.027106096,0,1
0.229412556,0.991669944,0.008330056,-4.779520151,-0.008364945,-2.394124072,0,1
0.229412556,0.9073443317,0.0926556683,-2.281631886,-0.097233263,-1.324577458,0,1
0.9269785292,0.4619304428,0.5380695572,0.1525735173,-0.772340956,0.0955715198,0,1
0.5822846842,0.9908439105,0.0091560895,-4.684137833,-0.009198264,-2.359244642,0,1
0.2697253994,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.375469916,0.995859786,0.004140214,-5.482858989,-0.004148808,-2.640416149,0,1
0.4144921747,0.9950044866,0.0049955134,-5.294207056,-0.005008033,-2.576139709,0,1
0.4059137382,0.9871607332,0.0128392668,-4.342324679,-0.012922403,-2.231039182,0,1
0.7437341331,0.9663319055,0.0336680945,-3.356956726,-0.034247916,-1.829423506,0,1
0.448105946,0.9780914183,0.0219085817,-3.798724723,-0.022152139,-2.01583566,0,1
0.7063029318,0.8409726518,0.1590273482,-1.665482952,-0.173196138,-0.998463415,0,1
0.7149309711,0.7246103749,0.2753896251,-0.967447183,-0.322121183,-0.596592844,0,1
0.1183902079,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.3920011327,0.7488821235,0.2511178765,-1.092659136,-0.289173686,-0.670976103,0,1
0.7832999155,0.7794092832,0.2205907168,-1.262227279,-0.249218975,-0.770199714,0,1
0.6322561598,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.3278955621,0.9799069513,0.0200930487,-3.8870837,-0.020297659,-2.051830918,0,1
0.3278955621,0.9652345293,0.0347654707,-3.323746435,-0.035384172,-1.814954244,0,1
0.8082458302,0.9798834673,0.0201165327,-3.885891655,-0.020321625,-2.051348039,0,1
0.7356097583,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.6403659352,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.3650064417,0.4752307372,0.5247692628,0.099158218,-0.74395483,0.0621272778,0,1
0.6007197368,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.6007197368,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.1035393129,0.8282811471,0.1717188529,-1.573494083,-0.188402633,-0.947394671,0,1
0.3374476555,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.5813018726,0.9835411961,0.0164588039,-4.090298998,-0.016595755,-2.133086783,0,1
0.5813018726,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.4578135854,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.7844955228,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.3352186534,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.7365900805,0.9932272003,0.0067727997,-4.988044887,-0.006795839,-2.469093039,0,1
0.6011125545,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.5258047628,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.5232156368,0.9795769117,0.0204230883,-3.870454714,-0.020634523,-2.045088065,0,1
0.4002545469,0.9816310234,0.0183689766,-3.978552311,-0.018539781,-2.088664294,0,1
0.342265397,0.9567613904,0.0432386096,-3.096820193,-0.044201249,-1.714280519,0,1
0.341575279,0.4707419467,0.5292580533,0.1171660664,-0.753445219,0.0734049315,0,1
0.8463918764,0.9353809879,0.0646190121,-2.672445248,-0.066801359,-1.517113525,0,1
0.4132365336,0.9669756731,0.0330243269,-3.37692887,-0.033581941,-1.838093331,0,1
0.6349400312,0.9537708435,0.0462291565,-3.026812744,-0.047331842,-1.682570259,0,1
0.3838002828,0.8687473227,0.1312526773,-1.889928015,-0.140702964,-1.120489194,0,1
0.7307960231,0.9669690764,0.0330309236,-3.376722314,-0.033588763,-1.838003787,0,1
0.45032309,0.9747159526,0.0252840474,-3.651972439,-0.025609181,-1.955126893,0,1
0.8558736311,0.9970053076,0.0029946924,-5.807914577,-0.002999185,-2.748361967,0,1
0.0629317348,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.0629317348,0.9983159829,0.0016840171,-6.384887755,-0.001685437,-2.93198462,0,1
0.0629317348,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.0629317348,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.7166477245,0.984095616,0.015904384,-4.125128268,-0.016032216,-2.146805516,0,1
0.4717211538,0.7906687338,0.2093312662,-1.328961083,-0.234876193,-0.808743793,0,1
0.394423069,0.7029844218,0.2970155782,-0.861550142,-0.352420547,-0.533003501,0,1
0.3452084049,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.4173867908,0.9903739391,0.0096260609,-4.633608493,-0.009672691,-2.3406128,0,1
1.8716854525,0.9321508635,0.0678491365,-2.620208012,-0.070260607,-1.492003327,0,1
0.6393586562,0.9871173306,0.0128826694,-4.338905956,-0.012966371,-2.229730514,0,1
0.5058552333,0.9155043474,0.0844956526,-2.382775028,-0.088280166,-1.375452168,1,1
0.140710588,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.8432759053,0.9660475983,0.0339524017,-3.348253512,-0.034542172,-1.825638029,0,1
0.5271024353,0.9520053584,0.0479946416,-2.987481291,-0.049184616,-1.66461654,0,1
0.9693427162,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.4149609265,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.4296169714,0.5016251777,0.4983748223,-0.006500734,-0.689902096,-0.004073728,0,1
0.3518597508,0.8288746838,0.1711253162,-1.577672846,-0.187686301,-0.949727697,0,1
0.454669029,0.9964353913,0.0035646087,-5.633130015,-0.003570977,-2.690747299,0,1
0.7147938003,0.5180250652,0.4819749348,-0.072131519,-0.657731649,-0.045197522,0,1
0.5022590868,0.9606021864,0.0393978136,-3.193850042,-0.040194914,-1.757717274,0,1
0.5290977987,0.7717487676,0.2282512324,-1.218212148,-0.259096213,-0.744618361,0,1
0.4062584628,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.3638782432,0.99999,1E-05,-11.51291546,0,-4.264890794,1,0
0.3206323016,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.3206323016,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.5073376855,0.8846163259,0.1153836741,-2.03689115,-0.122601258,-1.19838454,0,1
0.5411173842,0.5678478689,0.4321521311,-0.273075865,-0.565901733,-0.170897628,0,1
0.4520523681,0.955281197,0.044718803,-3.061611682,-0.045749535,-1.698371827,0,1
0.5325954149,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.3589481381,0.99999,1E-05,-11.51291546,0,-4.264890794,1,0
0.2481810815,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.3994848744,0.9853213568,0.0146786432,-4.206574244,-0.01478744,-2.178655278,0,1
0.3611645629,0.7807810045,0.2192189955,-1.270223497,-0.247460572,-0.774833602,0,1
0.7536606668,0.4500867875,0.5499132125,0.2003200451,-0.798314854,0.1254420815,0,1
0.1685867532,0.9958458131,0.0041541869,-5.479475713,-0.00416284,-2.639274247,0,1
0.1685867532,0.9573264307,0.0426735693,-3.110564688,-0.043610848,-1.72046947,0,1
0.9674707965,0.7672257118,0.2327742882,-1.192711773,-0.264974242,-0.729740899,0,1
0.6104439189,0.8391553479,0.1608446521,-1.651956843,-0.175359431,-0.990992374,0,1
0.9365420545,0.8754897718,0.1245102282,-1.950395602,-0.13297181,-1.152731869,0,1
0.4153998824,0.99999,1E-05,-11.51291546,0,-4.264890794,1,0
0.4153998824,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.3303968297,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.5392297963,0.9258560781,0.0741439219,-2.524710704,-0.07703648,-1.44560564,0,1
0.5724781109,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.4291127845,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.8176592817,0.9849418915,0.0150581085,-4.180666029,-0.015172633,-2.168558523,0,1
0.5798677862,0.956720478,0.043279522,-3.095831678,-0.044244012,-1.713834943,0,1
0.5798677862,0.9727097689,0.0272902311,-3.573556952,-0.027669526,-1.922201071,0,1
0.4871862763,0.3270554099,0.6729445901,0.7215333878,-1.117625673,0.4480587187,0,1
0.8329251449,0.9530239216,0.0469760784,-3.010001503,-0.048115274,-1.674908647,0,1
0.8614890476,0.9127044649,0.0872955351,-2.347112814,-0.091343148,-1.357598654,0,1
0.3745705052,0.99999,1E-05,-11.51291546,0,-4.264890794,1,0
0.7776970158,0.9801479966,0.0198520034,-3.899398646,-0.020051702,-2.056815185,0,1
0.5960623322,0.9949500598,0.0050499402,-5.283316153,-0.005062734,-2.572390832,0,1
0.5960623322,0.9954065577,0.0045934423,-5.378521544,-0.004604025,-2.605020187,0,1
0.9388868235,0.9574060099,0.0425939901,-3.112514389,-0.043527725,-1.721346423,0,1
0.5621997571,0.7351364069,0.2648635931,-1.020841119,-0.307699209,-0.628422523,0,1
0.5168796653,0.8442696161,0.1557303839,-1.69034569,-0.169283385,-1.012161653,0,1
0.5168796653,0.8837980416,0.1162019584,-2.028898879,-0.123526702,-1.194189328,0,1
0.1772991611,0.9913508062,0.0086491938,-4.741602348,-0.008686815,-2.380303426,0,1
0.6987849842,0.9612107129,0.0387892871,-3.210049546,-0.03956163,-1.764911895,0,1
0.5256769162,0.8958926968,0.1041073032,-2.152398519,-0.109934631,-1.258489986,0,1
0.8133284916,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
1.0571388752,0.6651982444,0.3348017556,-0.686546526,-0.407670171,-0.426692229,0,1
0.5351855763,0.8018797542,0.1981202458,-1.398084516,-0.220796615,-0.848354648,1,1
0.275849627,0.9934165847,0.0065834153,-5.016596437,-0.006605182,-2.479224761,0,1
0.5814974714,0.827321773,0.172678227,-1.566763801,-0.189561575,-0.943634504,0,1
0.258638711,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.5857778735,0.8657389063,0.1342610937,-1.863797004,-0.14417191,-1.106472206,0,1
0.4611893492,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.4527956989,0.8347098618,0.1652901382,-1.61938185,-0.180671085,-0.972945728,0,1
0.6136722164,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.5481741105,0.8879516043,0.1120483957,-2.069986359,-0.118838037,-1.215706384,0,1
1.4329071915,0.978029218,0.021970782,-3.795826066,-0.022215734,-2.014647813,0,1
0.8634414545,0.8953344586,0.1046655414,-2.146427399,-0.110557934,-1.255406908,0,1
0.8287722142,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.3361168507,0.9669551227,0.0330448773,-3.37628553,-0.033603193,-1.83781443,0,1
0.5077280385,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.9696191992,0.7474404579,0.2525595421,-1.085007616,-0.291100632,-0.66645693,0,1
1.0389733824,0.3471442622,0.6528557378,0.6316157477,-1.058014844,0.393041914,0,1
0.5613585783,0.9161705147,0.0838294853,-2.391417699,-0.08755278,-1.379765135,0,1
0.6422571543,0.9967691669,0.0032308331,-5.731779175,-0.003236064,-2.723385229,0,1
0.4593834534,0.9778553192,0.0221446808,-3.787764402,-0.022393555,-2.011341844,0,1
0.6663318532,0.9935232517,0.0064767483,-5.03303889,-0.006497813,-2.485045257,0,1
0.3561260323,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.0965998255,0.98982303,0.01017697,-4.577398841,-0.010229109,-2.319758595,0,1
0.0965998255,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.3676701062,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.3676701062,0.9918500032,0.0081499968,-4.80155435,-0.00818339,-2.402128227,0,1
0.0334261632,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.0334261632,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.6796155322,0.9866063878,0.0133936122,-4.299493268,-0.013484116,-2.214604477,0,1
0.6026842586,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.8620664308,0.9589044838,0.0410955162,-3.149892449,-0.041963809,-1.738112275,0,1
0.3376448601,0.968286094,0.031713906,-3.418772335,-0.032227684,-1.856180658,0,1
0.5516479686,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
1.158057973,0.9985296861,0.0014703139,-6.520807966,-0.001471396,-2.97387715,0,1
0.8221245455,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.2260261612,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.7966717066,0.9998649864,0.0001350136,-8.909999899,-0.000135023,-3.642476884,0,1
0.2622451351,0.9780042858,0.0219957142,-3.794666428,-0.022241227,-2.014172476,0,1
0.1463303106,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.2694430756,0.9404530645,0.0595469355,-2.759596909,-0.061393536,-1.558588228,0,1
0.5575022366,0.7627794672,0.2372205328,-1.167978729,-0.270786323,-0.715271872,0,1
0.4616687763,0.6554259281,0.3445740719,-0.642976216,-0.422469983,-0.400011368,0,1
0.3858933382,0.9628735443,0.0371264557,-3.255592281,-0.03783319,-1.785051823,0,1
0.3994659888,0.9970721197,0.0029278803,-5.830544383,-0.002932175,-2.75575072,0,1
0.7536459625,0.9703982212,0.0296017788,-3.489872069,-0.030048754,-1.886678675,0,1
0.7536459625,0.9702759642,0.0297240358,-3.485624527,-0.030174749,-1.884864963,0,1
